Name,Rating,Ranked,Popularity,Members,Type
Jungle Book Shounen Mowgli,6.98,4439,Oct 1989 - Oct 1990,"8,116 members",TV
Kamen no Maid Guy,6.98,4440,Apr 2008 - Jun 2008,"42,676 members",TV
Kinnikuman II Sei: Ultimate Muscle 2,6.98,4441,Jan 2006 - Mar 2006,"7,567 members",TV
Kokkoku,6.98,4442,Jan 2018 - Mar 2018,"191,748 members",TV
Mameshiba,6.98,4443,Mar 2008 - 2013,"5,703 members",Special
Minami no Niji no Lucy,6.98,4444,Jan 1982 - Dec 1982,"3,189 members",TV
Mizuiro Jidai,6.98,4445,Apr 1996 - Feb 1997,"5,767 members",TV
Nijiiro Hotaru: Eien no Natsuyasumi,6.98,4446,May 2012 - May 2012,"8,228 members",Movie
Ohoshi-sama no Rail,6.98,4447,Jul 1993 - Jul 1993,"4,049 members",Movie
Pig: Oka no Ue no Dam Keeper,6.98,4448,Aug 2017 - Oct 2017,986 members,ONA
Project ARMS: The 2nd Chapter,6.98,4449,Oct 2001 - Mar 2002,"6,739 members",TV
Jinzou Ningen Kikaider The Animation,6.97,4450,Oct 2000 - Jan 2001,"10,805 members",TV
Kabushikigaisha Magi-Lumière,6.97,4451,Oct 2024 - Dec 2024,"25,320 members",TV
Kaitou Joker,6.97,4452,Oct 2014 - Jan 2015,"15,287 members",TV
Kami-tachi ni Hirowareta Otoko,6.97,4453,Oct 2020 - Dec 2020,"231,905 members",TV
Kidou Senshi Gundam SEED: Hoshi no Hazama de,6.97,4454,Mar 2004 - Mar 2004,"16,931 members",Special
Kimi no Koe wo Todoketai,6.97,4455,Aug 2017 - Aug 2017,"40,440 members",Movie
Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,6.97,4456,Aug 1999 - Aug 1999,"2,453 members",Movie
Kishin Douji Zenki,6.97,4457,Jan 1995 - Dec 1995,"15,153 members",TV
Koi to Senkyo to Chocolate,6.97,4458,Jul 2012 - Sep 2012,"256,268 members",TV
Kud Wafter,6.97,4459,Nov 2020 - Nov 2020,"20,628 members",OVA
Kyoushoku Soukou Guyver II,6.97,4460,Oct 1991 - Aug 1992,"9,329 members",OVA
Lupin III: Nusumareta Lupin,6.97,4461,Jul 2004 - Jul 2004,"6,993 members",TV
Ma La Nu Pei,6.97,4462,Apr 2020 - Jul 2020,"5,362 members",ONA
Makiba no Shoujo Katri,6.97,4463,Jan 1984 - Dec 1984,"4,786 members",TV
"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",6.97,4464,Apr 2023 - Sep 2023,"8,126 members",TV
Nana Recaps,6.97,4465,Jun 2006 - Jan 2007,"18,793 members",TV
Nasu: Andalusia no Natsu,6.97,4466,Jul 2003 - Jul 2003,"11,133 members",Movie
Neo Angelique Abyss: Second Age,6.97,4467,Jul 2008 - Sep 2008,"21,224 members",TV
Ochamegami Monogatari: Korokoro Pollon,6.97,4468,May 1982 - Mar 1983,"4,005 members",TV
Paulette no Isu,6.97,4469,Mar 2014 - Mar 2014,"11,150 members",ONA
Pokemon 3D Adventure: Mew wo Sagase!,6.97,4470,Mar 2005 - Mar 2005,"11,136 members",Movie
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,6.97,4471,Jul 2004 - Jul 2004,"119,061 members",Movie
Princess Princess,6.97,4472,Apr 2006 - Jun 2006,"66,494 members",TV
Seiyuu Radio no Uraomote,6.97,4473,Apr 2024 - Jun 2024,"51,945 members",TV
Strike the Blood III,6.97,4474,Dec 2018 - Sep 2019,"126,453 members",OVA
To LOVE-Ru,6.97,4475,Apr 2008 - Sep 2008,"657,355 members",TV
ViVid Strike!,6.97,4476,Oct 2016 - Dec 2016,"90,453 members",TV
Wangzhe Rongyao: Rongyao Zhi Zhang,6.97,4477,Jan 2024 - Jan 2024,981 members,ONA
Xi You Ji,6.97,4478,Jul 1999 - Jan 2000,"1,146 members",TV
Yuki no Joou (TV),6.97,4479,May 2005 - Feb 2006,"4,984 members",TV
Amagami-san Chi no Enmusubi,6.97,4480,Oct 2024 -,"60,643 members",TV
Armitage III,6.97,4481,Feb 1995 - Nov 1995,"37,627 members",OVA
Back Street Girls: Gokudolls,6.97,4482,Jul 2018 - Sep 2018,"159,385 members",TV
Baja no Studio,6.97,4483,Oct 2017 - Oct 2017,"5,540 members",OVA
Bakuten Shoot Beyblade G Revolution,6.97,4484,Jan 2003 - Dec 2003,"50,786 members",TV
Bessatsu Olympia Kyklos,6.97,4485,Apr 2020 - Nov 2020,"18,597 members",TV
Bleach: The Sealed Sword Frenzy,6.97,4486,Mar 2006 - Mar 2006,"120,530 members",Special
Can Ci Pin: Fangzhu Xingkong,6.97,4487,Jul 2021 - Nov 2021,"3,573 members",ONA
Dance in the Vampire Bund,6.97,4488,Jan 2010 - Apr 2010,"236,132 members",TV
Dennou Boukenki Webdiver,6.97,4489,Apr 2001 - Mar 2002,"3,264 members",TV
Doraemon Movie 08: Nobita to Ryuu no Kishi,6.97,4490,Mar 1987 - Mar 1987,"6,025 members",Movie
Elf wo Karu Mono-tachi,6.97,4491,Oct 1996 - Dec 1996,"28,493 members",TV
Elf wo Karu Mono-tachi II,6.97,4492,Oct 1997 - Dec 1997,"14,472 members",TV
Fw:Hamatora,6.97,4493,Nov 2015 - Nov 2015,"9,460 members",Movie
Gatchaman Crowds Insight: Inbound,6.97,4494,Jun 2015 - Jun 2015,"25,604 members",ONA
Haiyore! Nyaruko-san,6.97,4495,Apr 2012 - Jun 2012,"364,160 members",TV
Alps no Shoujo Heidi (1979),6.96,4496,Mar 1979 - Mar 1979,"5,967 members",Movie
Bakuman. 3rd Season Specials,6.96,4497,Jun 2013 - Aug 2013,"17,378 members",Special
Biohazard: Vendetta,6.96,4498,May 2017 - May 2017,"23,609 members",Movie
Black Jack (TV): Hizouban Specials,6.96,4499,Jul 2006 - Jul 2006,"3,334 members",Special
Chobits: Chibits,6.96,4500,Jun 2003 - Jun 2003,"47,683 members",Special
Classroom☆Crisis,6.96,4501,Jul 2015 - Sep 2015,"123,696 members",TV
Da Li Si Rizhi,6.96,4502,Apr 2020 - Jul 2020,"6,287 members",ONA
Digimon Savers,6.96,4503,Apr 2006 - Mar 2007,"90,957 members",TV
Doraemon Movie 02: Nobita no Uchuu Kaitakushi,6.96,4504,Mar 1981 - Mar 1981,"5,860 members",Movie
Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,6.96,4505,Jul 2015 - Jul 2015,"44,256 members",OVA
Gakuen Senki Muryou,6.96,4506,May 2001 - Dec 2001,"8,114 members",TV
Gintama on Theater 2D: Baragaki-hen,6.96,4507,Nov 2023 - Nov 2023,"2,775 members",Movie
Gleipnir,6.96,4508,Apr 2020 - Jun 2020,"509,291 members",TV
Hime Chen! Otogi Chikku Idol Lilpri,6.96,4509,Apr 2010 - Mar 2011,"11,488 members",TV
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Recap,6.96,4510,Mar 2022 - Mar 2022,"9,185 members",TV
Kaibutsu Oujo,6.96,4511,Apr 2007 - Sep 2007,"82,609 members",TV
Kill Me Baby: Butsuzou Kegatte Nise Halloween,6.96,4512,Oct 2013 - Oct 2013,"15,297 members",OVA
Kyojin no Hoshi,6.96,4513,Mar 1968 - Sep 1971,"3,510 members",TV
Ling Jian Zun 2nd Season,6.96,4514,May 2019 - Sep 2019,"3,059 members",ONA
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,6.96,4515,Jul 2005 - Jul 2005,"7,458 members",TV
Meitantei Conan: Toubousha Mouri Kogorou,6.96,4516,Apr 2014 - Apr 2014,"7,577 members",ONA
Mitsume ga Tooru,6.96,4517,Oct 1990 - Sep 1991,"2,035 members",TV
Murder Princess,6.96,4518,Mar 2007 - Aug 2007,"59,232 members",OVA
Ninja Hattori-kun,6.96,4519,Sep 1981 - Dec 1987,"12,352 members",TV
One Piece: Mezase! Kaizoku Yakyuu Ou,6.96,4520,Mar 2004 - Mar 2004,"38,105 members",Movie
Osake wa Fuufu ni Natte kara,6.96,4521,Oct 2017 - Dec 2017,"225,675 members",TV
Ougon Yuusha Goldran,6.96,4522,Feb 1995 - Jan 1996,"3,449 members",TV
Overlord: Ple Ple Pleiades,6.96,4523,Sep 2015 - Feb 2016,"83,508 members",Special
Satsuriku no Tenshi,6.96,4524,Jul 2018 - Oct 2018,"696,858 members",TV
Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,6.96,4525,Nov 2017 - Feb 2018,"5,632 members",Special
Shaonian Ge Xing: Haiwai Xianshan Pian,6.96,4526,Oct 2023 - Apr 2024,590 members,ONA
Sirius,6.96,4527,Jul 2018 - Sep 2018,"256,555 members",TV
Toriko: Jump Super Anime Tour 2009 Special,6.96,4528,Oct 2009 - Oct 2009,"8,545 members",Special
"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",6.96,4529,Oct 2014 - Oct 2014,"92,998 members",OVA
Xi Xing Ji: Chongsheng Pian,6.96,4530,Jun 2022 - Aug 2022,961 members,ONA
Yi Ren Zhi Xia 4th season,6.96,4531,Sep 2021 - Dec 2021,"13,763 members",ONA
Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,6.95,4532,Nov 2015 - Feb 2016,"7,457 members",Special
SF Saiyuuki Starzinger,6.95,4533,Apr 1978 - Aug 1979,"3,367 members",TV
Shin Koihime†Musou: Otome Tairan,6.95,4534,Mar 2010 - Jun 2010,"21,631 members",TV
SKET Dance: Tettei Bunseki Special,6.95,4535,May 2011 - May 2011,"5,607 members",Special
Starmyu 3rd Season,6.95,4536,Jul 2019 - Sep 2019,"10,669 members",TV
Strike the Blood II,6.95,4537,Nov 2016 - May 2017,"202,137 members",OVA
Supernatural The Animation,6.95,4538,Feb 2011 - Apr 2011,"33,237 members",OVA
Taiyou no Yuusha Fighbird,6.95,4539,Feb 1991 - Feb 1992,"4,458 members",TV
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,6.95,4540,May 2011 - May 2011,"10,404 members",Movie
To Be Hero,6.95,4541,Oct 2016 - Dec 2016,"65,526 members",TV
Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,6.95,4542,Jun 1998 - Jun 1998,"4,290 members",OVA
Uchuu Senkan Yamato: Fukkatsu-hen,6.95,4543,Dec 2009 - Dec 2009,"4,995 members",Movie
Wu Geng Ji 4th Season,6.95,4544,Jul 2021 - Dec 2021,"1,752 members",ONA
Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.95,4545,Dec 2017 - Dec 2017,"2,472 members",Movie
Ze Tian Ji 3rd Season,6.95,4546,Jul 2017 - Oct 2017,"3,479 members",ONA
Zhen Hun Jie: Bei Luo Shi Men Pian Part 2,6.95,4547,May 2021 - Jun 2021,"5,519 members",ONA
Zhen Wu Dianfeng 3rd Season,6.95,4548,Nov 2023 - Nov 2024,946 members,ONA
A-Channel: +A-Channel,6.95,4549,May 2011 - Oct 2011,"20,117 members",Special
Air Master,6.95,4550,Apr 2003 - Oct 2003,"40,668 members",TV
Battle Spirits: Shounen Gekiha Dan,6.95,4551,Sep 2009 - Sep 2010,"4,367 members",TV
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,6.95,4552,Apr 2017 - Apr 2017,"3,815 members",Movie
Digimon Tamers: Boukensha-tachi no Tatakai,6.95,4553,Jul 2001 - Jul 2001,"22,998 members",Movie
Fukumenkei Noise,6.95,4554,Apr 2017 - Jun 2017,"127,680 members",TV
Gintama on Theater 2D: Ikkoku Keisei-hen,6.95,4555,Jun 2024 - Jun 2024,"4,806 members",Movie
Go! Saitama,6.95,4556,Sep 2021 - Sep 2021,"5,710 members",ONA
Gunslinger Girl: Il Teatrino OVA,6.95,4557,Oct 2008 - Oct 2008,"24,490 members",OVA
High School DxD Hero: Taiikukan-ura no Holy,6.95,4558,Apr 2018 - Apr 2018,"103,616 members",TV
Huo Feng Liao Yuan,6.95,4559,Apr 2023 - Aug 2023,"1,821 members",ONA
Hyper Police,6.95,4560,Apr 1997 - Sep 1997,"12,465 members",TV
Kachou Ouji,6.95,4561,Jul 1999 - Oct 1999,"32,866 members",TV
Kagaku Ninja-tai Gatchaman,6.95,4562,Oct 1972 - Sep 1974,"11,215 members",TV
Keppeki Danshi! Aoyama-kun,6.95,4563,Jul 2017 - Sep 2017,"202,197 members",TV
Kiddy Grade: Ignition,6.95,4564,Apr 2007 - Apr 2007,"5,462 members",Movie
Kinnikuman II Sei: Ultimate Muscle,6.95,4565,Apr 2004 - Jul 2004,"8,574 members",TV
Kuutei Dragons,6.95,4566,Jan 2020 - Mar 2020,"48,492 members",TV
Leadale no Daichi nite,6.95,4567,Jan 2022 - Mar 2022,"172,977 members",TV
Love Live! School Idol Project Recap,6.95,4568,Dec 2013 - Dec 2013,"9,843 members",Special
Masuda Kousuke Gekijou: Gag Manga Biyori +,6.95,4569,Jan 2010 - Jun 2010,"2,692 members",TV
Meitantei Conan: Zero no Tea Time,6.95,4570,Apr 2022 - May 2022,"15,119 members",TV
Mingyun Quan Tai,6.95,4571,Dec 2023 - Feb 2024,790 members,ONA
Nanatsu no Taizai: Seisen no Shirushi,6.95,4572,Aug 2016 - Sep 2016,"737,285 members",TV
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,6.95,4573,Jul 2010 - Jul 2010,"56,366 members",Movie
Ninja Senshi Tobikage,6.95,4574,Oct 1985 - Jul 1986,"5,624 members",TV
Onegai! Samia Don,6.95,4575,Apr 1985 - Feb 1986,"1,584 members",TV
Onmyouji,6.95,4576,Nov 2023 - Nov 2023,"10,170 members",ONA
Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomarikai,6.95,4577,Jul 2023 - Jul 2023,"2,203 members",Movie
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Movie,6.95,4578,Dec 2023 - Dec 2023,"40,855 members",Movie
Rinne no Lagrange Season 2,6.95,4579,Jul 2012 - Sep 2012,"29,718 members",TV
Sakura Trick,6.95,4580,Jan 2014 - Mar 2014,"266,958 members",TV
Jintian Kaishi Zuo Mingxing,6.94,4581,Dec 2019 - Mar 2020,"3,304 members",ONA
"Kanojo, Okarishimasu",6.94,4582,Jul 2020 - Sep 2020,"1,023,026 members",TV
"Kono Danshi, Mahou ga Oshigoto desu.",6.94,4583,Feb 2016 - Feb 2016,"29,511 members",TV
Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,6.94,4584,Oct 2005 - Oct 2005,"12,562 members",TV
Kyuuketsuhime Miyu,6.94,4585,Jul 1988 - Apr 1989,"23,635 members",OVA
Macross 7 Encore,6.94,4586,Dec 1995 - Feb 1996,"10,168 members",OVA
Mahoromatic 2 End Year Special,6.94,4587,Dec 2002 - Dec 2002,"6,289 members",Special
Mahou Shoujo Ikusei Keikaku,6.94,4588,Oct 2016 - Dec 2016,"166,399 members",TV
Maria†Holic Alive,6.94,4589,Apr 2011 - Jun 2011,"68,115 members",TV
Mashin Eiyuuden Wataru,6.94,4590,Apr 1988 - Mar 1989,"3,662 members",TV
Monster Musume no Iru Nichijou,6.94,4591,Jul 2015 - Sep 2015,"771,790 members",TV
Nagagutsu wo Haita Neko,6.94,4592,Mar 1969 - Mar 1969,"5,120 members",Movie
Ore no Imouto ga Konnani Kawaii Wake ga Nai,6.94,4593,Oct 2010 - Dec 2010,"699,082 members",TV
"Ore, Tsushima",6.94,4594,Jul 2021 - Sep 2021,"19,631 members",TV
Otogi Juushi Akazukin,6.94,4595,Jul 2006 - Mar 2007,"8,318 members",TV
Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,6.94,4596,Sep 2016 - Sep 2016,"64,861 members",OVA
Petit Seka,6.94,4597,Jan 2022 - Mar 2022,"5,733 members",ONA
Pokemon Sun & Moon,6.94,4598,Nov 2016 - Nov 2019,"120,452 members",TV
Renkin San-kyuu Magical? Pokaan,6.94,4599,Apr 2006 - Jun 2006,"34,643 members",TV
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,6.94,4600,Jan 2023 - Mar 2023,"103,262 members",TV
Ryuusei no Rockman Tribe,6.94,4601,Nov 2007 - Mar 2008,"6,965 members",TV
Strike the Blood IV,6.94,4602,Apr 2020 - Jun 2021,"90,943 members",OVA
Strike Witches,6.94,4603,Jul 2008 - Sep 2008,"175,427 members",TV
Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,6.94,4604,Aug 2008 - Aug 2008,"3,810 members",Special
Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,6.94,4605,Oct 2021 - Oct 2021,"2,957 members",Movie
Uchi Tama?! Uchi no Tama Shirimasen ka?,6.94,4606,Jan 2020 - Mar 2020,"24,793 members",TV
Watashi ga Motete Dousunda,6.94,4607,Oct 2016 - Dec 2016,"468,598 members",TV
Youjo Senki Movie: Manner Eizou,6.94,4608,Feb 2019 - Feb 2019,"22,112 members",Movie
.hack//Sign,6.94,4609,Apr 2002 - Sep 2002,"187,414 members",TV
Ai Shoujo Pollyanna Story,6.94,4610,Jan 1986 - Dec 1986,"6,382 members",TV
Anne Happy♪,6.94,4611,Apr 2016 - Jun 2016,"81,443 members",TV
Appleseed Alpha,6.94,4612,Jan 2015 - Jan 2015,"19,647 members",Movie
Arifureta Shokugyou de Sekai Saikyou: Arifureta Yorimichi de Sekai Saikyou,6.94,4613,Mar 2022 - Mar 2022,"50,081 members",Special
Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,6.94,4614,Feb 2011 - Mar 2011,"13,989 members",Special
Buddy Complex: Daremo Shiranai Ashita e,6.94,4615,Sep 2014 - Sep 2014,"3,788 members",ONA
Crayon Shin-chan Movie 03: Unkokusai no Yabou,6.94,4616,Apr 1995 - Apr 1995,"6,276 members",Movie
Doraemon: Kaette Kita Doraemon (Movie),6.94,4617,Mar 1998 - Mar 1998,"3,114 members",Movie
Ensemble Stars!,6.94,4618,Jul 2019 - Dec 2019,"50,211 members",TV
Furusato Saisei: Nippon no Mukashibanashi,6.94,4619,Apr 2012 - Mar 2017,"11,102 members",TV
Gegege no Kitarou (2007),6.94,4620,Apr 2007 - Mar 2009,"6,629 members",TV
Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,6.94,4621,Nov 2020 - Nov 2020,"6,678 members",ONA
86 Special Edition: Senya ni Akaku Hinageshi no Saku,6.93,4622,Jun 2021 - Jun 2021,"56,568 members",TV
A-Channel,6.93,4623,Apr 2011 - Jun 2011,"102,140 members",TV
Aki no Kanade,6.93,4624,Mar 2015 - Mar 2015,"22,822 members",Movie
Batman: Gotham Knight,6.93,4625,Jul 2008 - Jul 2008,"30,796 members",OVA
Biohazard: Degeneration,6.93,4626,Oct 2008 - Oct 2008,"37,876 members",Movie
Bouken Ou Beet,6.93,4627,Sep 2004 - Sep 2005,"16,065 members",TV
Chobits Recap,6.93,4628,Feb 2003 - Feb 2003,"38,564 members",Special
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,6.93,4629,Nov 2017 - Jan 2018,"19,959 members",ONA
D.C.S.S: Da Capo Second Season,6.93,4630,Jul 2005 - Dec 2005,"34,605 members",TV
Danganronpa 3: Monokuma Gekijou,6.93,4631,Oct 2016 - Dec 2016,"31,017 members",Special
Devil May Cry,6.93,4632,Jun 2007 - Sep 2007,"316,580 members",TV
Devils Line: Anytime Anywhere,6.93,4633,Aug 2018 - Aug 2018,"24,825 members",OVA
Friends: Mononoke Shima no Naki,6.93,4634,Dec 2011 - Dec 2011,"1,433 members",Movie
Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,6.93,4635,Apr 2002 - Apr 2002,"3,433 members",OVA
Huyao Xiao Hongniang: Wei Sheng,6.93,4636,Nov 2019 - Jan 2020,"3,474 members",ONA
Inazuma Eleven Go vs. Danball Senki W Movie,6.93,4637,Dec 2012 - Dec 2012,"14,824 members",Movie
Kaibutsu Oujo: Konsui Oujo,6.93,4638,Feb 2008 - Feb 2008,"12,311 members",Special
Kawaii dake ja Nai Shikimori-san,6.93,4639,Apr 2022 - Jul 2022,"565,645 members",TV
Kidou Senshi Z Gundam II: Koibito-tachi,6.93,4640,Oct 2005 - Oct 2005,"12,370 members",Movie
Ling Jian Zun,6.93,4641,Jan 2019 - Apr 2019,"5,235 members",ONA
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animation,6.93,4642,Jul 2014 - Jul 2014,"6,679 members",Special
Lupin III: Lupin wa Ima mo Moete Iru ka?,6.93,4643,Jul 2018 - Jul 2018,"5,520 members",OVA
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,6.93,4644,Jul 2008 - Jul 2008,"6,220 members",TV
Mai-Otome Specials,6.93,4645,Jan 2006 - Sep 2006,"6,378 members",Special
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,6.93,4646,Dec 1988 - Dec 1988,"3,832 members",OVA
Monochrome Factor,6.93,4647,Apr 2008 - Sep 2008,"61,276 members",TV
Munto: Toki no Kabe wo Koete,6.93,4648,Apr 2005 - Apr 2005,"13,134 members",OVA
Mushrambo,6.93,4649,Feb 2000 - Sep 2000,"17,039 members",TV
Negima!?,6.93,4650,Oct 2006 - Mar 2007,"98,115 members",TV
Onegai My Melody Sukkiri♪,6.93,4651,Apr 2007 - Mar 2008,"3,951 members",TV
Orenchi no Furo Jijou,6.93,4652,Oct 2014 - Dec 2014,"116,912 members",TV
Overman King Gainer,6.93,4653,Sep 2002 - Mar 2003,"14,662 members",TV
Pokemon Diamond & Pearl Specials,6.93,4654,Feb 2011 - Feb 2011,"12,331 members",TV
Porphy no Nagai Tabi,6.93,4655,Jan 2008 - Dec 2008,"3,464 members",TV
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,6.93,4656,Nov 2011 - Nov 2011,"2,929 members",OVA
Qin Shi Mingyue: Tian Xing Jiu Ge,6.93,4657,Mar 2016 - Jul 2018,"2,013 members",ONA
Release the Spyce,6.93,4658,Oct 2018 - Dec 2018,"74,864 members",TV
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,6.93,4659,Jun 2013 - Jun 2013,"18,052 members",OVA
Seto no Hanayome Fan Disc,6.93,4660,Aug 2008 - Aug 2008,"8,632 members",Special
Shin Hokuto no Ken,6.93,4661,Jul 2003 - May 2004,"15,682 members",OVA
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",6.93,4662,Oct 2021 - Dec 2021,"355,033 members",TV
Shinpi no Sekai El-Hazard (TV),6.93,4663,Oct 1995 - Mar 1996,"19,127 members",TV
Shoujo☆Kageki Revue Starlight Specials,6.93,4664,Oct 2018 - Feb 2019,"8,817 members",Special
Starship Operators,6.93,4665,Jan 2005 - Mar 2005,"16,823 members",TV
Strike the Blood: Kieta Seisou-hen,6.93,4666,Jan 2020 - Jan 2020,"32,031 members",OVA
T.P BON,6.93,4667,May 2024 - May 2024,"7,928 members",ONA
T.P BON Season 2,6.93,4668,Jul 2024 - Jul 2024,"2,253 members",ONA
Tantei Opera Milky Holmes: Summer Special,6.93,4669,Aug 2011 - Aug 2011,"7,464 members",TV
The iDOLM@STER Million Live!,6.93,4670,Oct 2023 - Dec 2023,"10,946 members",TV
Tiger Mask W,6.93,4671,Oct 2016 - Jul 2017,"22,694 members",TV
Toku: Touken Ranbu - Hanamaru - Setsugetsuka,6.93,4672,May 2022 - Sep 2022,"5,134 members",Movie
Tsukuyomi: Moon Phase,6.93,4673,Oct 2004 - Mar 2005,"78,724 members",TV
Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,6.93,4674,Jul 1978 - Jul 1978,"6,201 members",Movie
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,6.93,4675,May 2005 - Oct 2005,"7,994 members",OVA
Umisea,6.93,4676,Sep 2021 - Sep 2021,"4,196 members",ONA
Vanitas no Karte: En Route Pour le Gévaudan,6.93,4677,Jan 2022 - Jan 2022,"21,764 members",TV
VS Knight Lamune & 40 Fire,6.93,4678,Apr 1996 - Sep 1996,"3,960 members",TV
World Destruction: Sekai Bokumetsu no Rokunin,6.93,4679,Jul 2008 - Sep 2008,"53,201 members",TV
Wuxian Shijie,6.93,4680,Nov 2022 - Mar 2023,"1,375 members",ONA
Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,6.93,4681,Sep 2008 - Nov 2008,"10,929 members",Special
Servamp Specials,6.92,4682,Nov 2016 - Feb 2017,"19,476 members",Special
Shy 2nd Season,6.92,4683,Jul 2024 - Sep 2024,"26,995 members",TV
Sonic★the★Hedgehog,6.92,4684,Jan 1996 - Jan 1996,"20,754 members",OVA
Starmyu in Halloween,6.92,4685,Oct 2018 - Oct 2018,"3,779 members",OVA
Sword Art Online: Alicization - War of Underworld Recap,6.92,4686,Jul 2020 - Jul 2020,"33,204 members",TV
Thermae Romae,6.92,4687,Jan 2012 - Jan 2012,"27,847 members",TV
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,6.92,4688,Oct 2003 - Dec 2003,"10,569 members",TV
Wan Jie Shen Zhu,6.92,4689,Feb 2019 - Aug 2019,"3,607 members",ONA
Wan Jie Shen Zhu 2nd Season,6.92,4690,Feb 2020 - Jul 2020,"1,539 members",ONA
Wangu Kuang Di,6.92,4691,Jan 2024 - Apr 2024,963 members,ONA
Xiao Lu He Xiao Lan 2nd Season,6.92,4692,Jul 2023 - Sep 2023,"1,579 members",ONA
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",6.92,4693,Oct 2022 - Dec 2022,"214,560 members",TV
Yuusha Shirei Dagwon,6.92,4694,Feb 1996 - Jan 1997,"3,002 members",TV
"Zone of the Enders: Dolores, I",6.92,4695,Apr 2001 - Sep 2001,"13,175 members",TV
Bakeneko Anzu-chan,6.92,4696,Jul 2024 - Jul 2024,"4,591 members",Movie
Belle to Kaijuu Ouji,6.92,4697,1976 - 1976,"1,018 members",Movie
Code Geass: Hangyaku no Lelouch Picture Drama,6.92,4698,Jan 2007 - Sep 2007,"51,757 members",Special
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,6.92,4699,Apr 2008 - Apr 2008,"5,919 members",Movie
Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,6.92,4700,Apr 2019 - Apr 2019,"2,756 members",Movie
Dai Mahou Touge,6.92,4701,Mar 2006 - Mar 2007,"34,927 members",OVA
Fantastic Children: Befort no Kodomo-tachi no Sonogo,6.92,4702,Sep 2005 - Sep 2005,"2,158 members",Special
gdgd Fairies 2,6.92,4703,Jan 2013 - Mar 2013,"2,895 members",TV
Guilty Crown: 4-koma Gekijou,6.92,4704,Jan 2012 - Nov 2012,"27,332 members",Special
Healin' Good♡Precure,6.92,4705,Feb 2020 - Feb 2021,"12,862 members",TV
Hoshi no Kirby,6.92,4706,Oct 2001 - Sep 2003,"35,480 members",TV
KimiKiss Pure Rouge: Love Fighter,6.92,4707,Aug 2008 - Aug 2008,"12,904 members",Special
Kyokou Suiri,6.92,4708,Jan 2020 - Mar 2020,"499,471 members",TV
Mahou Sensei Negima!,6.92,4709,Jan 2005 - Jun 2005,"144,577 members",TV
Metal Fight Beyblade,6.92,4710,Apr 2009 - Mar 2010,"98,136 members",TV
Murenase! Seton Gakuen,6.92,4711,Jan 2020 - Mar 2020,"207,454 members",TV
